"min","max","age","susceptible","resistant"
NA,4,"<5",14,0
5,12,"8.5",12,0
13,18,"15.5",0,1
19,35,"27",7,0
36,50,"43",5,1
51,65,"58",11,2
66,NA,">65",14,3
