"min","max","age","susceptible","resistant"
16,24,"20",1112,1690
25,34,"29.5",1047,1829
35,44,"39.5",1016,1871
45,54,"49.5",1334,2784
55,64,"59.5",1648,3716
65,74,"69.5",2272,5886
75,84,"79.5",2174,6938
85,NA,">84",1044,4623
