"min","max","age","susceptible","resistant"
NA,4,"<5",63,5
5,12,"8.5",18,1
13,18,"15.5",7,1
19,35,"27",14,3
36,50,"43",37,5
51,65,"58",60,7
66,NA,">65",101,13
