"min","max","age","susceptible","resistant"
NA,4,"<5",26,8
5,12,"8.5",11,7
13,18,"15.5",4,1
19,35,"27",12,3
36,50,"43",24,12
51,65,"58",52,19
66,NA,">65",125,32
