"min","max","age","susceptible","resistant"
NA,25,"<26",50,3
26,35,"30.5",58,3
36,45,"40.5",69,4
46,55,"50.5",83,9
56,65,"60.5",102,16
66,75,"70.5",203,39
76,85,"80.5",246,59
86,NA,">85",114,42
