"min","max","age","susceptible","resistant"
NA,25,"<26",46,7
26,35,"30.5",44,17
36,45,"40.5",54,19
46,55,"50.5",68,24
56,65,"60.5",87,31
66,75,"70.5",189,53
76,85,"80.5",249,56
86,NA,">85",129,27
