"min","max","age","susceptible","resistant"
0,15,"7.5",50,12
16,25,"20.5",32,12
26,35,"30.5",22,10
36,45,"40.5",35,2
46,55,"50.5",43,11
56,65,"60.5",33,17
66,75,"70.5",29,11
76,NA,">75",8,7
