min,max,age,susceptible,resistant
13,20,16.5,27,9
21,30,25.5,50,15
31,40,35.5,73,29
41,50,45.5,68,30
51,60,55.5,119,41
61,70,65.5,114,73
71,80,75.5,121,108
81,,>80,95,126
