min,max,age,susceptible,resistant
0,0,0,3169,170
1,4,2.5,993,77
5,9,7,456,35
10,14,12,291,48
15,19,17,228,122
20,24,22,291,113
25,29,27,440,208
30,34,32,591,349
35,39,37,715,296
40,44,42,866,448
45,49,47,1257,592
50,54,52,1249,702
55,59,57,1437,987
60,64,62,1634,1253
65,69,67,1754,1531
70,74,72,1893,2118
75,79,77,1892,2389
80,84,82,1394,2040
85,,>84,930,1870
