min,max,age,susceptible,resistant
13,20,16.5,415,59
21,30,25.5,1616,208
31,40,35.5,1591,201
41,50,45.5,1083,185
51,60,55.5,859,166
61,70,65.5,595,164
71,80,75.5,609,211
81,,>80,507,231
