min,max,age,susceptible,resistant
0,0,0,2363,162
1,4,2.5,2863,212
5,9,7,2702,166
10,14,12,1214,78
15,19,17,2100,118
20,24,22,3558,183
25,29,27,4774,241
30,34,32,5059,244
35,39,37,4103,295
40,44,42,3609,272
45,49,47,3438,340
50,54,52,3495,401
55,59,57,4117,488
60,64,62,5038,720
65,69,67,5307,886
70,74,72,6676,1151
75,79,77,7602,1426
80,84,82,6926,1271
85,,>84,6387,1308
