"min","max","age","susceptible","resistant"
NA,4,"<5",6,4
5,12,"8.5",1,1
13,18,"15.5",1,1
19,35,"27",6,4
36,50,"43",28,5
51,65,"58",31,9
66,NA,">65",53,12
