min,max,age,susceptible,resistant
0,0,0,1605,2
1,4,2.5,2188,4
5,9,7,2124,4
10,14,12,909,2
15,19,17,1785,4
20,24,22,3093,6
25,29,27,4018,12
30,34,32,4281,4
35,39,37,3583,11
40,44,42,3123,3
45,49,47,3060,6
50,54,52,3078,6
55,59,57,3675,0
60,64,62,4566,9
65,69,67,5034,10
70,74,72,6401,6
75,79,77,7510,15
80,84,82,7020,7
85,,>84,6743,7
