"min","max","age","susceptible","resistant"
0,15,"7.5",46,16
16,25,"20.5",32,12
26,35,"30.5",25,7
36,45,"40.5",33,4
46,55,"50.5",45,9
56,65,"60.5",37,13
66,75,"70.5",32,8
76,NA,">75",11,4
