"min","max","age","susceptible","resistant"
0,10,"5",273,42
11,20,"15.5",81,7
21,30,"25.5",138,19
31,40,"35.5",156,27
41,50,"45.5",166,22
51,60,"55.5",244,56
61,70,"65.5",416,124
71,80,"75.5",770,264
81,90,"85.5",566,268
91,100,"95.5",74,41
