"min","max","age","susceptible","resistant"
NA,25,"<26",51,2
26,35,"30.5",58,3
36,45,"40.5",70,3
46,55,"50.5",92,0
56,65,"60.5",109,9
66,75,"70.5",221,21
76,85,"80.5",291,14
86,NA,">85",149,7
