"min","max","age","susceptible","resistant"
0,15,"7.5",50,12
16,25,"20.5",35,9
26,35,"30.5",27,5
36,45,"40.5",35,2
46,55,"50.5",48,6
56,65,"60.5",43,7
66,75,"70.5",37,3
76,NA,">75",13,2
