min,max,age,susceptible,resistant
0,0,0,2285,59
1,4,2.5,759,26
5,9,7,383,9
10,14,12,251,11
15,19,17,250,23
20,24,22,299,9
25,29,27,525,24
30,34,32,692,32
35,39,37,840,35
40,44,42,1001,58
45,49,47,1520,62
50,54,52,1555,91
55,59,57,1950,118
60,64,62,2335,181
65,69,67,2741,144
70,74,72,3408,221
75,79,77,3610,251
80,84,82,2879,207
85,,>84,2333,214
