"id","age","mean","mode","lower","upper","variance"
"Aminoglycosides","45",0.146379952651927,0.12,0.0649935491740402,0.238163258011059,0.00206278405458536
"Aminoglycosides","46",0.147532480696443,0.13,0.0655581731277846,0.240478186906838,0.00210119561483042
"Aminoglycosides","47",0.148654390433709,0.13,0.065570477222225,0.241981648530882,0.00213941546340995
"Aminoglycosides","48",0.149744995602203,0.13,0.0661231682431244,0.244105735911588,0.00217741103569779
"Aminoglycosides","49",0.15080363976278,0.14,0.0708487428047033,0.250546345143367,0.00221515357236466
"Aminoglycosides","50",0.151829696815471,0.14,0.0706574856973063,0.251740579428216,0.00225261837040837
"Aminoglycosides","51",0.152822571471886,0.14,0.0705941011722059,0.253155877284907,0.002289785016434
"Aminoglycosides","52",0.153781699685063,0.14,0.0623246527789614,0.246393508070386,0.00232663760123398
"Aminoglycosides","53",0.15470654903863,0.14,0.0637837650427702,0.249109762529777,0.00236316491483711
"Aminoglycosides","54",0.155596619097115,0.14,0.0628316136115734,0.249050541868473,0.0023993606213125
"Aminoglycosides","55",0.156451441719193,0.14,0.064258407026744,0.251810664341817,0.00243522341272707
"Aminoglycosides","56",0.157270581335603,0.14,0.0649755585773954,0.25353769669309,0.00247075714176507
"Aminoglycosides","57",0.158053635193382,0.14,0.0654386857418052,0.255092455472945,0.00250597093262279
"Aminoglycosides","58",0.158800233567966,0.14,0.0659065762567556,0.25662016152699,0.00254087926989281
"Aminoglycosides","59",0.1595100399446,0.14,0.0663156012332998,0.258350600332718,0.00257550206524871
"Aminoglycosides","60",0.160182751170381,0.14,0.0631051748213803,0.25663080087552,0.00260986470183332
"Aminoglycosides","61",0.160818097578108,0.14,0.0635354943062548,0.258248968926604,0.00264399805634217
"Aminoglycosides","62",0.161415843082976,0.14,0.0631894951689626,0.259389837754548,0.00267793849887812
"Aminoglycosides","62",0.161415843082976,0.16,0.0631894951689626,0.259389837754548,0.00267793849887812
"Aminoglycosides","63",0.161975785253014,0.16,0.0697832997395802,0.267163905301414,0.00271172787073392
"Aminoglycosides","64",0.162497755353981,0.14,0.0696688269560654,0.268258469145729,0.00274541344033723
"Aminoglycosides","65",0.162981618369297,0.14,0.0708451779927003,0.270045909007321,0.00277904783766717
"Aminoglycosides","66",0.163427272995403,0.14,0.0704379434507524,0.270929425327343,0.00281268896752354
"Aminoglycosides","67",0.163834651612797,0.14,0.0692094660493951,0.270645232040906,0.0028463999020995
"Aminoglycosides","68",0.164203720232813,0.14,0.069205855544397,0.271263817267544,0.00288024875337642
"Aminoglycosides","69",0.164534478420047,0.14,0.0687657108545401,0.271966117134336,0.00291430852592516
"Aminoglycosides","70",0.164826959190194,0.14,0.069525117551559,0.27331369344117,0.00294865695076266
"Aminoglycosides","71",0.165081228882894,0.14,0.0694958246948626,0.273982642651057,0.00298337630097536
"Aminoglycosides","72",0.165297387009031,0.14,0.0694691251134905,0.274250123243166,0.00301855318988239
"Aminoglycosides","73",0.165475566071816,0.14,0.0674241914296442,0.273827834951358,0.00305427835257136
"Aminoglycosides","74",0.165615931360842,0.14,0.0700119420871867,0.277058601193995,0.00309064641169784
"Aminoglycosides","75",0.16571868071819,0.14,0.0658555933299093,0.273954216706394,0.00312775562849609
"Aminoglycosides","76",0.165784044275562,0.14,0.0658994827712015,0.274662586527895,0.0031657076400031
"Aminoglycosides","77",0.165812284161342,0.14,0.0668670261855525,0.277151812903538,0.00320460718354966
"Aminoglycosides","78",0.165803694176398,0.14,0.0657659833160335,0.277043921857088,0.0032445618096215
"Aminoglycosides","79",0.165758599437392,0.14,0.0639759081946333,0.277411051185126,0.00328568158423859
"Aminoglycosides","80",0.165677355986349,0.14,0.0623287493621488,0.277268621268994,0.00332807878204266
"Aminoglycosides","81",0.165560350365183,0.13,0.0677621599833062,0.284316615505074,0.00337186757131954
"Aminoglycosides","82",0.16540799915392,0.14,0.0692460313777283,0.287550394057669,0.00341716369221451
"Aminoglycosides","83",0.165220748471358,0.13,0.0649101603306497,0.284839748121538,0.00346408412942471
"Aminoglycosides","84",0.164999073436974,0.14,0.062441427700819,0.284013336314443,0.0035127467806715
"Aminoglycosides","85",0.164743477592919,0.14,0.0687973692486434,0.291740905103673,0.00356327012226798
"Aminoglycosides","86",0.164454492285096,0.14,0.0630954277319898,0.28769055282998,0.00361577287310099
"Aminoglycosides","87",0.164132676002357,0.14,0.0641103230319938,0.290641755191441,0.00367037365834377
"Aminoglycosides","88",0.163778613673051,0.14,0.054354638700447,0.282316779821636,0.00372719067420313
"Aminoglycosides","89",0.163392915918277,0.13,0.0620307775872154,0.290688833031548,0.00378634135498528
"Aminoglycosides","90",0.162976218261387,0.14,0.062000002754135,0.292472246784632,0.00384794204373517
"Aminoglycosides","91",0.162529180293489,0.13,0.054151046954776,0.28629314777041,0.003912107667668
"Aminoglycosides","92",0.162052484794894,0.13,0.0517238709341891,0.285397489505833,0.00397895141956641
"Aminoglycosides","93",0.161546836812716,0.13,0.0490377721248091,0.284592144459354,0.00404858444626486
"Aminoglycosides","94",0.161012962695062,0.12,0.0524184506464013,0.289380896312697,0.00412111554528465
"Aminoglycosides","95",0.160451609082513,0.12,0.0512756285425069,0.2893662462046,0.00419665087061809
"Aminoglycosides","96",0.15986354185789,0.13,0.0504533540547235,0.291280379522309,0.00427529364859214
"Aminoglycosides","97",0.159249545055558,0.13,0.0484729753865348,0.290899308133342,0.00435714390466914
"Aminoglycosides","98",0.158610419731828,0.13,0.0488141773702573,0.293205740996739,0.00444229820196766
"Aminoglycosides","99",0.157946982798291,0.13,0.0436865742537912,0.290289034225405,0.00453084939221092
"Aminoglycosides","100",0.157260065820237,0.13,0.0459261891040134,0.293592505031101,0.00462288637973486
"Aminoglycosides","101",0.156550513782559,0.13,0.0424386613097854,0.292213723809161,0.00471849389911384
"Amphenicols","max",0.204299855394854,0.17,0.0541337230097111,0.380479807866692,0.00815980065064382
"Amphenicols","min",0.103968313218825,0.09,0.0314583734669031,0.187606122942832,0.00179298940905882
"Amphenicols","age_max",0.821692,1,0.09,1,0.07101782070014
"Amphenicols","age_min",0.143494,0,0,1,0.0846756270894179
"Amphenicols","zero",0.109622413449549,0.09,0.0321511633326338,0.200446706703367,0.00215416839505363
"Amphenicols","hundred",0.194055350625013,0.12,0.0410554575101556,0.384458138892659,0.00911685085938694
"Amphenicols","hundred",0.194055350625013,0.17,0.0410554575101556,0.384458138892659,0.00911685085938694
"Amphenicols","max_difference",0.100331542176029,0.05,0.0041100472282455,0.238027757368613,0.00498313113075279
"Amphenicols","age_max_difference",0.678198,1,-0.62,1,0.251520356867373
"Amphenicols","zero_hundred_difference",0.0844329371754642,0.05,-0.050275152931069,0.24518547503363,0.0063269940668888
"Amphenicols","1",0.109622413449549,0.09,0.0321511633326338,0.200446706703367,0.00215416839505363
"Amphenicols","2",0.110317912294393,0.09,0.0330706919475138,0.199825245249281,0.00212159441692383
"Amphenicols","3",0.111026993272427,0.1,0.0347810202913723,0.20119075903227,0.00209253610622557
"Amphenicols","4",0.11174918266745,0.1,0.0352534445130422,0.201270542122013,0.00206689396331954
"Amphenicols","5",0.112484004973731,0.1,0.0373703475388164,0.203134956994397,0.00204457244103588
"Amphenicols","6",0.113230983294745,0.1,0.0358838986833836,0.200966174599598,0.0020254795334905
"Amphenicols","7",0.113989639753,0.1,0.0381785094072863,0.202720441499111,0.0020095263816774
"Amphenicols","8",0.11475949591105,0.1,0.0381754042079792,0.201843438235056,0.00199662689746568
"Amphenicols","9",0.115540073203576,0.11,0.0385216442343611,0.20215428060759,0.00198669740748688
"Amphenicols","10",0.116330893380241,0.11,0.0365472824029951,0.199537959311086,0.00197965631825748
"Amphenicols","11",0.117131478958806,0.11,0.037237466398865,0.200270797176352,0.00197542380374355
"Amphenicols","12",0.117941353687868,0.09,0.0380269121197746,0.200322135319821,0.00197392151643549
"Amphenicols","12",0.117941353687868,0.11,0.0380269121197746,0.200322135319821,0.00197392151643549
"Amphenicols","13",0.118760043018386,0.11,0.0386431744820574,0.201476932771209,0.00197507232286183
"Amphenicols","14",0.11958707458307,0.09,0.0387758087992982,0.202629071104219,0.00197880006432996
"Amphenicols","15",0.120421978682548,0.12,0.0403506963806225,0.205151951894739,0.0019850293435388
"Amphenicols","16",0.121264288777162,0.12,0.0410703467375648,0.206040097478936,0.00199368533756376
"Amphenicols","17",0.122113541983144,0.12,0.0427066527783611,0.207813506576821,0.00200469363756832
"Amphenicols","18",0.12296927957187,0.11,0.0425464589850144,0.20759192656161,0.00201798011544945
"Amphenicols","19",0.123831047470845,0.11,0.0426809418775229,0.208218512114528,0.0020334708174775
"Amphenicols","20",0.124698396765051,0.11,0.0418409766473032,0.20853029855957,0.00205109188484592
"Amphenicols","21",0.125570884197284,0.11,0.0433879494826111,0.211339678646562,0.00207076950090316
"Amphenicols","22",0.126448072666092,0.11,0.0439270312059188,0.212686190914665,0.00209242986470039
"Amphenicols","23",0.127329531720008,0.11,0.0438019591947034,0.213966551198361,0.00211599919035548
"Amphenicols","24",0.128214838046735,0.11,0.0454194632126029,0.216507192851798,0.0021414037316069
"Amphenicols","25",0.129103575956061,0.11,0.0450345648567948,0.217607081568318,0.00216856983081289
"Amphenicols","26",0.129995337855288,0.11,0.04535261656513,0.219184974719135,0.00219742399154242
"Amphenicols","27",0.130889724716087,0.11,0.0489632457327478,0.224055037096745,0.00222789297380568
"Amphenicols","28",0.131786346531714,0.11,0.0483871751096992,0.224694618838635,0.00225990391088491
"Amphenicols","29",0.132684822763657,0.11,0.0503533819931317,0.227875204200976,0.00229338444665134
"Amphenicols","30",0.133584782776848,0.11,0.0515917660780488,0.230141792485166,0.00232826289219142
"Amphenicols","31",0.134485866262678,0.11,0.0507272496210912,0.230787301759984,0.00236446840051618
"Amphenicols","32",0.13538772364915,0.11,0.0500510263192068,0.231346848029875,0.00240193115809076
"Amphenicols","33",0.136290016497601,0.11,0.0500757945927041,0.232600531114583,0.00244058259189743
"Amphenicols","34",0.137192417885515,0.11,0.0506350968536151,0.23453594351131,0.00248035559073401
"Amphenicols","35",0.138094612775062,0.12,0.0508956114729459,0.236694288686045,0.00252118473945029
"Amphenicols","36",0.138996298367049,0.13,0.0512288715381035,0.2389246400922,0.00256300656483683
"Amphenicols","37",0.139897184440106,0.12,0.0516085963122529,0.241232330693173,0.00260575979190303
"Amphenicols","38",0.140796993674962,0.12,0.0477555600660269,0.239385504782065,0.00264938560931334
"Amphenicols","39",0.141695461963774,0.12,0.0471477728040549,0.240316265219039,0.00269382794279115
"Amphenicols","40",0.142592338704525,0.12,0.0492004573559013,0.244124320199821,0.00273903373534817
"Amphenicols","41",0.143487387080553,0.12,0.0475748410314969,0.243888872996961,0.00278495323325186
"Amphenicols","42",0.144380384325366,0.12,0.0513735898436269,0.249587474967255,0.00283154027670413
"Amphenicols","43",0.145271121972895,0.12,0.0501270606490386,0.24984007481357,0.00287875259426867
"Amphenicols","44",0.146159406093392,0.12,0.0512012042695114,0.252069799422335,0.00292655210015312
"Amphenicols","45",0.147045057515223,0.12,0.050215587942866,0.252720386723137,0.0029749051935221
"Amphenicols","46",0.147927912032791,0.12,0.0503530302099621,0.254141131587213,0.00302378305908983
"Amphenicols","47",0.148807820600853,0.12,0.0504953397669009,0.256033479132978,0.00307316196831269
"Amphenicols","48",0.149684649515499,0.12,0.0530105256256197,0.259995238627375,0.00312302358057501
"Amphenicols","49",0.15055828058203,0.12,0.0515407550732312,0.259834146141257,0.0031733552438319
"Amphenicols","50",0.151428611269985,0.12,0.051771509974877,0.261297615719407,0.00322415029424233
"Amphenicols","51",0.15229555485551,0.15,0.0525690488430794,0.263655768663481,0.00327540835439211
"Amphenicols","52",0.153159040551263,0.14,0.0525771341351599,0.265225769685377,0.00332713562977043
"Amphenicols","53",0.154019013623963,0.14,0.051224588969926,0.265611713504224,0.00337934520322259
"Amphenicols","54",0.154875435499689,0.13,0.0520457927872361,0.267931215838802,0.00343205732715793
"Amphenicols","55",0.15572828385695,0.15,0.0520781636097204,0.270119041992317,0.00348529971334193
"Amphenicols","56",0.156577552707472,0.15,0.0518317506716874,0.271702148222264,0.00353910782014728
"Amphenicols","57",0.15742325246462,0.15,0.051062643642824,0.27280626096349,0.00359352513717826
"Amphenicols","58",0.158265409999249,0.15,0.0512030782140117,0.274933018692515,0.003648603467216
"Amphenicols","59",0.15910406868271,0.15,0.0522451358119212,0.2779649424991,0.00370440320545895
"Amphenicols","60",0.159939288416669,0.15,0.0528069805900792,0.280550621353507,0.00376099361605191
"Amphenicols","61",0.160771145649256,0.15,0.0536272491327031,0.283168740936678,0.00381845310590871
"Amphenicols","62",0.161599733377012,0.15,0.0534028918578829,0.28499320563372,0.00387686949583606
"Amphenicols","63",0.162425161131935,0.14,0.0521299658527332,0.285735637103529,0.00393634028896021
"Amphenicols","63",0.162425161131935,0.15,0.0521299658527332,0.285735637103529,0.00393634028896021
"Amphenicols","64",0.163247554952886,0.14,0.0526270592560603,0.288270833342552,0.00399697293644154
