year,age,population
2071,16,129114.278
2071,17,129502.817
2071,18,129964.113
2071,19,130352.098
2071,20,130743.422
2071,21,131206.064
2071,22,131618.392
2071,23,131993.31
2071,24,132247.815
2071,25,132411.167
2071,26,132514.096
2071,27,132538.286
2071,28,132470.544
2071,29,132301.148
2071,30,132039.717
2071,31,131725.959
2071,32,131401.769
2071,33,130974
2071,34,130406.168
2071,35,129864.008
2071,36,129338.723
2071,37,128761.883
2071,38,128176.742
2071,39,127526.77
2071,40,126872.121
2071,41,126265.654
2071,42,125622.023
2071,43,124968.561
2071,44,124299.214
2071,45,123644.398
2071,46,123013.689
2071,47,122362.713
2071,48,121636.215
2071,49,120954.512
2071,50,120965.542
2071,51,122349.293
2071,52,123848.163
2071,53,125373.645
2071,54,126378.55
2071,55,125510.781
2071,56,124767.205
2071,57,124131.72
2071,58,123361.489
2071,59,121741.177
2071,60,119387.337
2071,61,117744.183
2071,62,115874.933
2071,63,113420.697
2071,64,110572.116
2071,65,107838.579
2071,66,105470.712
2071,67,103093.822
2071,68,100802.002
2071,69,98789.99
2071,70,96968.675
2071,71,94341.425
2071,72,91373.189
2071,73,89063.476
2071,74,86853.636
2071,75,84682.09
2071,76,82347.625
2071,77,79797.208
2071,78,77353.958
2071,79,75200.617
2071,80,74246.58
2071,81,71913.228
2071,82,67225.963
2071,83,63071.645
2071,84,58633.389
2071,85,53258.479
2071,86,47957.473
2071,87,42948.226
2071,88,38916.394
2071,89,34759.042
2071,90,30053.419
2071,91,25690.954
2071,92,21499.726
2071,93,17800.943
2071,94,14773.482
2071,95,12120.271
2071,96,9795.695
2071,97,7741.539
2071,98,5864.924
2071,99,4299.313
2071,100,9096.049
2072,0,125787.943
2072,1,125770.801
2072,2,125926.921
2072,3,126108.763
2072,4,126290.755
2072,5,126413.408
2072,6,126507.441
2072,7,126741.283
2072,8,126937.303
2072,9,127079.124
2072,10,127207.563
2072,11,127298.527
2072,12,127439.15
2072,13,127725.228
2072,14,128079.198
2072,15,128372.875
2072,16,128675.186
2072,17,129019.905
2072,18,129412.799
2072,19,129853.288
2072,20,130224.386
2072,21,130615.506
2072,22,131083.962
2072,23,131504.76
2072,24,131890.479
2072,25,132154.563
2072,26,132319.813
2072,27,132419.057
2072,28,132437.361
2072,29,132362.364
2072,30,132184.12
2072,31,131912.369
2072,32,131586.856
2072,33,131249.628
2072,34,130808.165
2072,35,130227.288
2072,36,129674.058
2072,37,129138.622
2072,38,128550.401
2072,39,127953.061
2072,40,127288.792
2072,41,126620.38
2072,42,126000.235
2072,43,125343.97
2072,44,124677.093
2072,45,123993.75
2072,46,123323.467
2072,47,122675.492
2072,48,122002.682
2072,49,121251.33
2072,50,120540.255
2072,51,120518.732
2072,52,121865.424
2072,53,123326.409
2072,54,124812.7
2072,55,125778.291
2072,56,124872.039
2072,57,124088.652
2072,58,123407.789
2072,59,122586.868
2072,60,120912.517
2072,61,118502.492
2072,62,116797.289
2072,63,114863.217
2072,64,112344.242
2072,65,109432.392
2072,66,106629.734
2072,67,104185.38
2072,68,101726.958
2072,69,99345.125
2072,70,97231.35
2072,71,95305.078
2072,72,92575.845
2072,73,89504.962
2072,74,87079.049
2072,75,84746.47
2072,76,82442.409
2072,77,79968.883
2072,78,77276.747
2072,79,74677.501
2072,80,72346.732
2072,81,71161.905
2072,82,68621.194
2072,83,63810.134
2072,84,59527.985
2072,85,54994.327
2072,86,49602.541
2072,87,44316.898
2072,88,39344.008
2072,89,35317.018
2072,90,31212.908
2072,91,26653.133
2072,92,22467.493
2072,93,18510.135
2072,94,15060.856
2072,95,12263.498
2072,96,9845.342
2072,97,7761.457
2072,98,5966.147
2072,99,4385.463
2072,100,9424.412
2073,0,125448.928
2073,1,125459.716
2073,2,125566.783
2073,3,125773.643
2073,4,125984.707
2073,5,126186.721
2073,6,126325.707
2073,7,126432.793
2073,8,126676.603
2073,9,126878.863
2073,10,127024.617
2073,11,127153.197
2073,12,127242.86
2073,13,127380.026
2073,14,127661.939
2073,15,128008.622
2073,16,128292.421
2073,17,128581.808
2073,18,128931.033
2073,19,129303.273
2073,20,129726.907
2073,21,130097.905
2073,22,130494.917
2073,23,130971.822
2073,24,131403.454
2073,25,131798.685
2073,26,132064.677
2073,27,132226.304
2073,28,132319.659
2073,29,132330.624
2073,30,132246.807
2073,31,132058.248
2073,32,131774.701
2073,33,131436.216
2073,34,131085.25
2073,35,130630.625
2073,36,130038.809
2073,37,129475.493
2073,38,128928.535
2073,39,128328.08
2073,40,127716.407
2073,41,127038.337
2073,42,126356.324
2073,43,125723.485
2073,44,125053.775
2073,45,124372.93
2073,46,123674.196
2073,47,122986.882
2073,48,122317.213
2073,49,121619.473
2073,50,120839.001
2073,51,120096.446
2073,52,120040.16
2073,53,121349.838
2073,54,122771.873
2073,55,124219.102
2073,56,125144.087
2073,57,124197.985
2073,58,123370.122
2073,59,122638.722
2073,60,121760.315
2073,61,120026.125
2073,62,117555.716
2073,63,115784.818
2073,64,113782.352
2073,65,111196.306
2073,66,108216.077
2073,67,105340.272
2073,68,102814.326
2073,69,100266.945
2073,70,97785.366
2073,71,95566.781
2073,72,93530.003
2073,73,90695.383
2073,74,87518.519
2073,75,84975.428
2073,76,82514.315
2073,77,80069.174
2073,78,77451.621
2073,79,74611.582
2073,80,71848.779
2073,81,69330.736
2073,82,67910.253
2073,83,65168.499
2073,84,60251.321
2073,85,55862.206
2073,86,51255.651
2073,87,45871.798
2073,88,40629.122
2073,89,35723.596
2073,90,31733.231
2073,91,27706.618
2073,92,23330.842
2073,93,19364.027
2073,94,15678.27
2073,95,12517.342
2073,96,9974.612
2073,97,7811.105
2073,98,5990.74
2073,99,4468.721
2073,100,9724.266
2074,0,125011.494
2074,1,125126.951
2074,2,125259.227
2074,3,125416.48
2074,4,125652.057
2074,5,125882.756
2074,6,126100.611
2074,7,126252.374
2074,8,126369.414
2074,9,126619.195
2074,10,126825.251
2074,11,126971.043
2074,12,127098.207
2074,13,127184.433
2074,14,127317.522
2074,15,127592.28
2074,16,127929.117
2074,17,128200.045
2074,18,128494.025
2074,19,128822.72
2074,20,129178.272
2074,21,129601.843
2074,22,129978.797
2074,23,130384.326
2074,24,130872.047
2074,25,131313.233
2074,26,131710.292
2074,27,131972.676
2074,28,132128.476
2074,29,132214.483
2074,30,132216.536
2074,31,132122.448
2074,32,131922.106
2074,33,131625.545
2074,34,131273.412
2074,35,130909.226
2074,36,130443.546
2074,37,129841.756
2074,38,129267
2074,39,128707.678
2074,40,128092.836
2074,41,127467.328
2074,42,126775.61
2074,43,126081.004
2074,44,125434.662
2074,45,124750.969
2074,46,124054.777
2074,47,123339.092
2074,48,122630.293
2074,49,121935.859
2074,50,121208.929
2074,51,120397.236
2074,52,119621.099
2074,53,119530.261
2074,54,120801.948
2074,55,122185.121
2074,56,123592.024
2074,57,124474.891
2074,58,123484.23
2074,59,122606.74
2074,60,121817.948
2074,61,120875.989
2074,62,119077.451
2074,63,116543.151
2074,64,114702.921
2074,65,112629.447
2074,66,109970.985
2074,67,106918.418
2074,68,103964.598
2074,69,101349.564
2074,70,98703.602
2074,71,96119.412
2074,72,93790.383
2074,73,91639.038
2074,74,88695.522
2074,75,85412.519
2074,76,82746.665
2074,77,80148.757
2074,78,77557.53
2074,79,74789.72
2074,80,71794.848
2074,81,68860.004
2074,82,66154.357
2074,83,64501.223
2074,84,61569.256
2074,85,56568.755
2074,86,52094.431
2074,87,47437.331
2074,88,42089.281
2074,89,36921.348
2074,90,32117.781
2074,91,28188.14
2074,92,24276.964
2074,93,20128.703
2074,94,16420.485
2074,95,13046.232
2074,96,10194.862
2074,97,7925.06
2074,98,6037.914
2074,99,4494.67
2074,100,10003.688
2075,0,124515.296
2075,1,124696.074
2075,2,124929.966
2075,3,125111.576
2075,4,125297.312
2075,5,125552.166
2075,6,125798.413
2075,7,126028.637
2075,8,126190.113
2075,9,126313.102
2075,10,126566.491
2075,11,126772.489
2075,12,126916.803
2075,13,127040.439
2075,14,127122.643
2075,15,127248.704
2075,16,127513.754
2075,17,127837.76
2075,18,128113.31
2075,19,128386.865
2075,20,128699.001
2075,21,129054.64
2075,22,129484.168
2075,23,129869.727
2075,24,130286.122
2075,25,130783.379
2075,26,131226.413
2075,27,131619.797
2075,28,131876.36
2075,29,132024.867
2075,30,132101.966
2075,31,132093.678
2075,32,131987.832
2075,33,131774.508
2075,34,131464.264
2075,35,131098.988
2075,36,130723.689
2075,37,130247.936
2075,38,129634.81
2075,39,129047.748
2075,40,128473.909
2075,41,127845.185
2075,42,127205.989
2075,43,126501.638
2075,44,125793.635
2075,45,125133.281
2075,46,124434.215
2075,47,123721.109
2075,48,122984.007
2075,49,122250.685
2075,50,121527.235
2075,51,120769.004
2075,52,119924.009
2075,53,119114.594
2075,54,118988.386
2075,55,120222.231
2075,56,121565.311
2075,57,122930.367
2075,58,123766.222
2075,59,122725.832
2075,60,121791.855
2075,61,120939.593
2075,62,119929.244
2075,63,118062.539
2075,64,115460.845
2075,65,113548.55
2075,66,111398.485
2075,67,108663.418
2075,68,105533.688
2075,69,102494.58
2075,70,99780.801
2075,71,97033.492
2075,72,94341.185
2075,73,91897.679
2075,74,89627.598
2075,75,86574.802
2075,76,83180.876
2075,77,80384.309
2075,78,77644.846
2075,79,74901.37
2075,80,71976.352
2075,81,68818.816
2075,82,65712.887
2075,83,62827.137
2075,84,60948.561
2075,85,57842.433
2075,86,52782.205
2075,87,48244.23
2075,88,43562.262
2075,89,38282.154
2075,90,33224.413
2075,91,28549.096
2075,92,24718.536
2075,93,20966.966
2075,94,17087.709
2075,95,13680.646
2075,96,10639.201
2075,97,8111.924
2075,98,6135.579
2075,99,4537.149
2075,100,10227.539
2076,0,123969.439
2076,1,124206.521
2076,2,124502.849
2076,3,124784.966
2076,4,124994.554
2076,5,125199.446
2076,6,125469.557
2076,7,125727.936
2076,8,125967.519
2076,9,126134.755
2076,10,126261.342
2076,11,126514.542
2076,12,126718.996
2076,13,126859.762
2076,14,126979.339
2076,15,127054.582
2076,16,127171.103
2076,17,127423.462
2076,18,127752.144
2076,19,128007.306
2076,20,128264.379
2076,21,128576.712
2076,22,128938.446
2076,23,129376.588
2076,24,129773.061
2076,25,130199.046
2076,26,130698.143
2076,27,131137.524
2076,28,131525.016
2076,29,131774.297
2076,30,131913.962
2076,31,131980.726
2076,32,131960.609
2076,33,131841.834
2076,34,131614.837
2076,35,131291.424
2076,36,130915.136
2076,37,130529.702
2076,38,130042.484
2076,39,129417.159
2076,40,128815.649
2076,41,128227.769
2076,42,127585.316
2076,43,126933.459
2076,44,126215.673
2076,45,125493.796
2076,46,124818.036
2076,47,124102.02
2076,48,123367.545
2076,49,122605.992
2076,50,121843.9
2076,51,121089.339
2076,52,120297.723
2076,53,119419.767
2076,54,118576.335
2076,55,118415.094
2076,56,119609.96
2076,57,120911.436
2076,58,122229.749
2076,59,123013.223
2076,60,121916.245
2076,61,120919.696
2076,62,119999.095
2076,63,118916.223
2076,64,116977.486
2076,65,114305.848
2076,66,112315.799
2076,67,110084.675
2076,68,107267.936
2076,69,104053.822
2076,70,100920.004
2076,71,98104.682
2076,72,95250.572
2076,73,92446.268
2076,74,89884.247
2076,75,87494.29
2076,76,84327.136
2076,77,80815.235
2076,78,77883.435
2076,79,74996.571
2076,80,72094.039
2076,81,69003.933
2076,82,65685.176
2076,83,62416.932
2076,84,59362.393
2076,85,57270.611
2076,86,54007.632
2076,87,48910.82
2076,88,44334.05
2076,89,39657.574
2076,90,34481.433
2076,91,29560.92
2076,92,25054.25
2076,93,21367.6
2076,94,17819.014
2076,95,14253.059
2076,96,11170.767
2076,97,8476.517
2076,98,6289.91
2076,99,4618.027
2076,100,10423.483
2077,0,123369.132
2077,1,123667.13
2077,2,124017.062
2077,3,124360.643
2077,4,124670.043
2077,5,124898.457
2077,6,125118.51
2077,7,125400.537
2077,8,125668.063
2077,9,125913.124
2077,10,126083.815
2077,11,126210.231
2077,12,126461.807
2077,13,126662.685
2077,14,126799.413
2077,15,126912.008
2077,16,126977.799
2077,17,127081.801
2077,18,127339.02
2077,19,127647.342
2077,20,127886.036
2077,21,128143.367
2077,22,128461.916
2077,23,128832.383
2077,24,129281.43
2077,25,129687.561
2077,26,130115.438
2077,27,130610.862
2077,28,131044.371
2077,29,131424.516
2077,30,131664.961
2077,31,131794.362
2077,32,131849.31
2077,33,131816.192
2077,34,131683.805
2077,35,131443.675
2077,36,131109.218
2077,37,130722.875
2077,38,130325.918
2077,39,129826.366
2077,40,129186.695
2077,41,128571.227
2077,42,127969.466
2077,43,127314.303
2077,44,126649.006
2077,45,125917.33
2077,46,125180.192
2077,47,124487.433
2077,48,123750.03
2077,49,122991.14
2077,50,122200.882
2077,51,121407.96
2077,52,120620.223
2077,53,119795.592
2077,54,118883.977
2077,55,118006.961
2077,56,117809.705
2077,57,118964.159
2077,58,120219.149
2077,59,121485.375
2077,60,122209.337
2077,61,121049.714
2077,62,119985.747
2077,63,118992.63
2077,64,117833.034
2077,65,115819.36
2077,66,113072.231
2077,67,110999.867
2077,68,108682.326
2077,69,105776.452
2077,70,102468.578
2077,71,99237.514
2077,72,96315.107
2077,73,93350.383
2077,74,90430.314
2077,75,87748.764
2077,76,85232.988
2077,77,81944.075
2077,78,78310.682
2077,79,75238.156
2077,80,72197.532
2077,81,69128.177
2077,82,65874.259
2077,83,62403.542
2077,84,58985.431
2077,85,55777.978
2077,86,53486.717
2077,87,50083.905
2077,88,44976.804
2077,89,40391.021
2077,90,35754.711
2077,91,30710.244
2077,92,25968.421
2077,93,21676.919
2077,94,18178.075
2077,95,14880.443
2077,96,11652.328
2077,97,8911.619
2077,98,6581.284
2077,99,4741.756
2077,100,10629.585
2078,0,122796.451
2078,1,123073.264
2078,2,123481.476
2078,3,123877.757
2078,4,124248.012
2078,5,124575.715
2078,6,124819.027
2078,7,125050.93
2078,8,125341.909
2078,9,125614.741
2078,10,125863.028
2078,11,126033.435
2078,12,126158.295
2078,13,126406.239
2078,14,126603.101
2078,15,126732.886
2078,16,126836.024
2078,17,126889.402
2078,18,126998.455
2078,19,127235.46
2078,20,127527.341
2078,21,127766.307
2078,22,128029.914
2078,23,128357.287
2078,24,128738.78
2078,25,129197.479
2078,26,129605.539
2078,27,130029.81
2078,28,130519.34
2078,29,130945.519
2078,30,131316.776
2078,31,131546.978
2078,32,131664.636
2078,33,131706.589
2078,34,131659.813
2078,35,131514.342
2078,36,131263.203
2078,37,130918.652
2078,38,130520.874
2078,39,130111.515
2078,40,129597.474
2078,41,128943.963
2078,42,128314.683
2078,43,127700.055
2078,44,127031.451
2078,45,126352.23
2078,46,125605.279
2078,47,124851.3
2078,48,124137.107
2078,49,123375.257
2078,50,122587.692
2078,51,121766.686
2078,52,120940.901
2078,53,120120.383
2078,54,119262.033
2078,55,118317.22
2078,56,117405.743
2078,57,117171.205
2078,58,118280.43
2078,59,119483.602
2078,60,120690.611
2078,61,121348.722
2078,62,120121.596
2078,63,118986.034
2078,64,117916.175
2078,65,116676.558
2078,66,114582.023
2078,67,111755.029
2078,68,109594.799
2078,69,107183.106
2078,70,104178.443
2078,71,100774.274
2078,72,97440.693
2078,73,94407.332
2078,74,91328.348
2078,75,88291.693
2078,76,85484.787
2078,77,82834.885
2078,78,79420.254
2078,79,75661.094
2078,80,72441.851
2078,81,69240.096
2078,82,66005.265
2078,83,62596.615
2078,84,58986.808
2078,85,55435.612
2078,86,52092.368
2078,87,49615.145
2078,88,46092.859
2078,89,41006.715
2078,90,36446.21
2078,91,31876.917
2078,92,27006.621
2078,93,22491.605
2078,94,18459.605
2078,95,15197.502
2078,96,12179.966
2078,97,9307.359
2078,98,6928.155
2078,99,4967.913
2078,100,10877.112
2079,0,122284.886
2079,1,122506.726
2079,2,122891.401
2079,3,123345.09
2079,4,123767.489
2079,5,124155.591
2079,6,124497.787
2079,7,124752.726
2079,8,124993.519
2079,9,125289.647
2079,10,125565.573
2079,11,125813.403
2079,12,125982.188
2079,13,126103.52
2079,14,126347.427
2079,15,126537.39
2079,16,126657.784
2079,17,126748.503
2079,18,126807.03
2079,19,126896.054
2079,20,127116.804
2079,21,127408.951
2079,22,127654.176
2079,23,127926.66
2079,24,128265.135
2079,25,128656.401
2079,26,129117.017
2079,27,129521.528
2079,28,129939.966
2079,29,130422.147
2079,30,130839.47
2079,31,131200.407
2079,32,131418.894
2079,33,131523.639
2079,34,131551.957
2079,35,131492.041
2079,36,131335.62
2079,37,131074.415
2079,38,130718.393
2079,39,130308.296
2079,40,129884.366
2079,41,129356.333
2079,42,128689.136
2079,43,128047.075
2079,44,127418.857
2079,45,126736.302
2079,46,126041.787
2079,47,125277.993
2079,48,124502.73
2079,49,123764.042
2079,50,122973.471
2079,51,122155.189
2079,52,121301.427
2079,53,120443.175
2079,54,119589.217
2079,55,118697.633
2079,56,117718.762
2079,57,116771.64
2079,58,116495.182
2079,59,117553.895
2079,60,118698.176
2079,61,119839.622
2079,62,120426.646
2079,63,119127.841
2079,64,117916.501
2079,65,116766.568
2079,66,115440.599
2079,67,113260.42
2079,68,110348.145
2079,69,108092.163
2079,70,105576.317
2079,71,102469.999
2079,72,98964.296
2079,73,95524.594
2079,74,92376.584
2079,75,89182.557
2079,76,86023.735
2079,77,83083.379
2079,78,80294.318
2079,79,76749.251
2079,80,72859.659
2079,81,69486.693
2079,82,66125.482
2079,83,62734.291
2079,84,59183.639
2079,85,55451.723
2079,86,51785.414
2079,87,48323.096
2079,88,45676.66
2079,89,42060.759
2079,90,37031.341
2079,91,32522.429
2079,92,28062.693
2079,93,23416.324
2079,94,19174.265
2079,95,15449.656
2079,96,12454.615
2079,97,9740.486
2079,98,7244.671
2079,99,5236.298
2079,100,11231.152
2080,0,121734.822
2080,1,122000.806
2080,2,122328.415
2080,3,122757.846
2080,4,123237.148
2080,5,123676.99
2080,6,124079.267
2080,7,124432.744
2080,8,124696.383
2080,9,124942.287
2080,10,125241.382
2080,11,125516.777
2080,12,125762.863
2080,13,125928.083
2080,14,126045.499
2080,15,126282.53
2080,16,126463.152
2080,17,126571.196
2080,18,126667.059
2080,19,126705.665
2080,20,126778.632
2080,21,126999.782
2080,22,127298.193
2080,23,127552.256
2080,24,127835.889
2080,25,128184.228
2080,26,128577.53
2080,27,129034.577
2080,28,129433.314
2080,29,129844.471
2080,30,130317.774
2080,31,130724.81
2080,32,131073.979
2080,33,131279.579
2080,34,131370.774
2080,35,131385.984
2080,36,131315.071
2080,37,131148.615
2080,38,130875.989
2080,39,130507.605
2080,40,130083.029
2080,41,129645.03
2080,42,129103.159
2080,43,128423.303
2080,44,127767.739
2080,45,127125.443
2080,46,126427.591
2080,47,125716.205
2080,48,124931.102
2080,49,124131.51
2080,50,123364.059
2080,51,122542.723
2080,52,121691.731
2080,53,120805.624
2080,54,119914.321
2080,55,119027.423
2080,56,118101.727
2080,57,117087.641
2080,58,116100.329
2080,59,115776.871
2080,60,116778.071
2080,61,117857.178
2080,62,118927.822
2080,63,119439.188
2080,64,118064.533
2080,65,116774.136
2080,66,115537.772
2080,67,114120.223
2080,68,111848.57
2080,69,108843.332
2080,70,106481.428
2080,71,103858.19
2080,72,100644.609
2080,73,97033.797
2080,74,93484.64
2080,75,90221.115
2080,76,86906.53
2080,77,83617.722
2080,78,80539.175
2080,79,77605.109
2080,80,73924.519
2080,81,69898.947
2080,82,66374.179
2080,83,62862.978
2080,84,59328.251
2080,85,55652.266
2080,86,51816.447
2080,87,48052.418
2080,88,44490.577
2080,89,41697.507
2080,90,38018.806
2080,91,33073.399
2080,92,28658.825
2080,93,24359.402
2080,94,19985.366
2080,95,16066.09
2080,96,12676.331
2080,97,9973.206
2080,98,7590.752
2080,99,5482.07
2080,100,11695.19
2081,0,121133.318
2081,1,121456.418
2081,2,121825.837
2081,3,122197.561
2081,4,122652.192
2081,5,123148.582
2081,6,123602.303
2081,7,124015.564
2081,8,124377.471
2081,9,124646.064
2081,10,124894.917
2081,11,125193.401
2081,12,125467.007
2081,13,125709.449
2081,14,125870.763
2081,15,125981.467
2081,16,126209.182
2081,17,126377.52
2081,18,126490.781
2081,19,126566.716
2081,20,126589.349
2081,21,126662.92
2081,22,126890.484
2081,23,127197.686
2081,24,127462.879
2081,25,127756.398
2081,26,128106.867
2081,27,128496.714
2081,28,128947.975
2081,29,129339.492
2081,30,129741.843
2081,31,130204.865
2081,32,130600.161
2081,33,130936.399
2081,34,131128.481
2081,35,131206.663
2081,36,131210.913
2081,37,131129.894
2081,38,130952.078
2081,39,130667.131
2081,40,130284.235
2081,41,129845.672
2081,42,129393.749
2081,43,128839.067
2081,44,128145.85
2081,45,127476.328
2081,46,126818.596
2081,47,126103.858
2081,48,125371.145
2081,49,124561.678
2081,50,123733.503
2081,51,122935.238
2081,52,122081.16
2081,53,121197.882
2081,54,120278.872
2081,55,119355.042
2081,56,118434.356
2081,57,117473.38
2081,58,116419.515
2081,59,115387.015
2081,60,115009.829
2081,61,115947.293
2081,62,116956.032
2081,63,117951.245
2081,64,118382.383
2081,65,116928.591
2081,66,115552.844
2081,67,114224.789
2081,68,112709.346
2081,69,110338.058
2081,70,107229.973
2081,71,104758.696
2081,72,102021.955
2081,73,98697.194
2081,74,94977.996
2081,75,91318.871
2081,76,87934.197
2081,77,84491.262
2081,78,81068.084
2081,79,77845.905
2081,80,74760.592
2081,81,70938.352
2081,82,66780.269
2081,83,63113.452
2081,84,59465.334
2081,85,55803.762
2081,86,52020.368
2081,87,48098.075
2081,88,44256.372
2081,89,40620.181
2081,90,37708.118
2081,91,33989.192
2081,92,29171.851
2081,93,24903.025
2081,94,20814.544
2081,95,16765.406
2081,96,13197.4
2081,97,10163.656
2081,98,7782.909
2081,99,5750.309
2081,100,12221.939
2082,0,120595.962
2082,1,120860.518
2082,2,121284.833
2082,3,121697.519
2082,4,122094.091
2082,5,122565.533
2082,6,123075.52
2082,7,123539.974
2082,8,123961.434
2082,9,124328.048
2082,10,124599.479
2082,11,124847.726
2082,12,125144.396
2082,13,125414.366
2082,14,125652.855
2082,15,125807.482
2082,16,125909.041
2082,17,126124.518
2082,18,126298.137
2082,19,126391.565
2082,20,126451.485
2082,21,126474.829
2082,22,126554.984
2082,23,126791.477
2082,24,127109.779
2082,25,127384.795
2082,26,127680.493
2082,27,128027.59
2082,28,128411.774
2082,29,128855.789
2082,30,129238.577
2082,31,129630.718
2082,32,130081.989
2082,33,130464.421
2082,34,130787.089
2082,35,130966.198
2082,36,131033.5
2082,37,131027.701
2082,38,130935.254
2082,39,130745.167
2082,40,130445.74
2082,41,130048.81
2082,42,129596.412
2082,43,129131.615
2082,44,128563.428
2082,45,127856.416
2082,46,127171.561
2082,47,126496.804
2082,48,125760.737
2082,49,125003.613
2082,50,124165.533
2082,51,123306.745
2082,52,122475.675
2082,53,121589.302
2082,54,120673.211
2082,55,119721.852
2082,56,118764.667
2082,57,117809.02
2082,58,116808.162
2082,59,115709.56
2082,60,114625.26
2082,61,114188.389
2082,62,115056.962
2082,63,115990.743
2082,64,116905.966
2082,65,117253.159
2082,66,115713.91
2082,67,114247.67
2082,68,112821.546
2082,69,111199.525
2082,70,108718.222
2082,71,105504.243
2082,72,102917.143
2082,73,100062.554
2082,74,96622.962
2082,75,92794.908
2082,76,89020.539
2082,77,85506.806
2082,78,81931.197
2082,79,78368.693
2082,80,74997.235
2082,81,71753.257
2082,82,67792.223
2082,83,63513.055
2082,84,59717.437
2082,85,55949.304
2082,86,52178.808
2082,87,48305.093
2082,88,44316.295
2082,89,40422.51
2082,90,36741.829
2082,91,33729.916
2082,92,30011.455
2082,93,25375.049
2082,94,21303.257
2082,95,17482.196
2082,96,13788.388
2082,97,10593.609
2082,98,7942.195
2082,99,5904.334
2082,100,12809.591
2083,0,120067.601
2083,1,120328.542
2083,2,120692.271
2083,3,121159.079
2083,4,121596.098
2083,5,122009.244
2083,6,122494.074
2083,7,123014.577
2083,8,123487.015
2083,9,123912.977
2083,10,124282.242
2083,11,124553.001
2083,12,124799.469
2083,13,125092.51
2083,14,125358.563
2083,15,125590.336
2083,16,125735.857
2083,17,125825.41
2083,18,126046.192
2083,19,126200.041
2083,20,126277.514
2083,21,126338.102
2083,22,126368.101
2083,23,126457.374
2083,24,126705.091
2083,25,127033.175
2083,26,127310.33
2083,27,127602.697
2083,28,127944.207
2083,29,128321.28
2083,30,128756.568
2083,31,129129.204
2083,32,129509.694
2083,33,129948.1
2083,34,130317
2083,35,130626.667
2083,36,130794.927
2083,37,130852.302
2083,38,130835.096
2083,39,130730.32
2083,40,130525.8
2083,41,130212.375
2083,42,129801.568
2083,43,129336.413
2083,44,128858.04
2083,45,128275.895
2083,46,127553.723
2083,47,126851.974
2083,48,126155.731
2083,49,125395.247
2083,50,124609.47
2083,51,123740.766
2083,52,122849.376
2083,53,121985.992
2083,54,121066.807
2083,55,120118.47
2083,56,119133.962
2083,57,118142.259
2083,58,117147.058
2083,59,116101.357
2083,60,114951.375
2083,61,113809.466
2083,62,113308.069
2083,63,114103.228
2083,64,114957.591
2083,65,115789.008
2083,66,116045.559
2083,67,114415.69
2083,68,112852.658
2083,69,111319.799
2083,70,109580.295
2083,71,106985.355
2083,72,103659.36
2083,73,100951.869
2083,74,97975.361
2083,75,94420.02
2083,76,90477.875
2083,77,86580.772
2083,78,82933.504
2083,79,79220.407
2083,80,75513.573
2083,81,71986.171
2083,82,68584.924
2083,83,64496.009
2083,84,60110.688
2083,85,56203.298
2083,86,52333.243
2083,87,48470.893
2083,88,44526.461
2083,89,40496.711
2083,90,36580.982
2083,91,32876.446
2083,92,29802.773
2083,93,26135.908
2083,94,21732.546
2083,95,17915.393
2083,96,14396.633
2083,97,11081.873
2083,98,8287.886
2083,99,6033.998
2083,100,13357.595
2084,0,119486.944
2084,1,119805.557
2084,2,120163.514
2084,3,120569.052
2084,4,121059.735
2084,5,121512.97
2084,6,121939.303
2084,7,122434.477
2084,8,122962.775
2084,9,123439.543
2084,10,123868.022
2084,11,124236.481
2084,12,124505.41
2084,13,124748.325
2084,14,125037.488
2084,15,125296.886
2084,16,125519.553
2084,17,125653.128
2084,18,125748.197
2084,19,125949.233
2084,20,126087.183
2084,21,126165.378
2084,22,126232.558
2084,23,126271.755
2084,24,126372.406
2084,25,126630.039
2084,26,126960.207
2084,27,127233.995
2084,28,127520.808
2084,29,127855.314
2084,30,128223.771
2084,31,128648.922
2084,32,129009.986
2084,33,129377.701
2084,34,129802.594
2084,35,130158.549
2084,36,130457.328
2084,37,130615.705
2084,38,130661.775
2084,39,130632.275
2084,40,130513.009
2084,41,130294.53
2084,42,129967.283
2084,43,129543.678
2084,44,129065.052
2084,45,128572.667
2084,46,127975.221
2084,47,127236.337
2084,48,126513.219
2084,49,125792.408
2084,50,125003.265
2084,51,124186.818
2084,52,123285.488
2084,53,122362.043
2084,54,121465.822
2084,55,120514.416
2084,56,119533.056
2084,57,118514.223
2084,58,117483.415
2084,59,116443.686
2084,60,115346.451
2084,61,114139.304
2084,62,112935.106
2084,63,112364.956
2084,64,113082.302
2084,65,113853.436
2084,66,114594.371
2084,67,114754.599
2084,68,113027.798
2084,69,111359.471
2084,70,109708.976
2084,71,107847.656
2084,72,105132.314
2084,73,101690.083
2084,74,98857.931
2084,75,95758.025
2084,76,92081.193
2084,77,88017.45
2084,78,83993.492
2084,79,80207.746
2084,80,76352.352
2084,81,72495.197
2084,82,68813.982
2084,83,65264.863
2084,84,61062.47
2084,85,56589.519
2084,86,52588.42
2084,87,48633.492
2084,88,44698.76
2084,89,40708.842
2084,90,36668.111
2084,91,32750.969
2084,92,29061.748
2084,93,25975.257
2084,94,22411.826
2084,95,18299.44
2084,96,14773.167
2084,97,11585.787
2084,98,8680.337
2084,99,6303.479
2084,100,13856.243
2085,0,118860.313
2085,1,119230.102
