year,age,population
2085,2,119643.709
2085,3,120042.716
2085,4,120471.727
2085,5,120978.309
2085,6,121444.432
2085,7,121880.981
2085,8,122383.795
2085,9,122916.281
2085,10,123395.441
2085,11,123823.013
2085,12,124189.542
2085,13,124454.927
2085,14,124694.065
2085,15,124976.639
2085,16,125227.012
2085,17,125437.712
2085,18,125576.856
2085,19,125652.433
2085,20,125837.587
2085,21,125976.288
2085,22,126061.125
2085,23,126137.421
2085,24,126188.063
2085,25,126298.789
2085,26,126558.624
2085,27,126885.376
2085,28,127153.577
2085,29,127433.426
2085,30,127759.408
2085,31,128117.871
2085,32,128531.45
2085,33,128879.821
2085,34,129234.146
2085,35,129646.092
2085,36,129991.243
2085,37,130280.088
2085,38,130427.208
2085,39,130461.075
2085,40,130417.135
2085,41,130283.844
2085,42,130051.592
2085,43,129711.588
2085,44,129274.495
2085,45,128781.993
2085,46,128274.257
2085,47,127659.945
2085,48,126899.879
2085,49,126152.322
2085,50,125402.683
2085,51,124582.838
2085,52,123733.735
2085,53,122800.348
2085,54,121844.344
2085,55,120915.912
2085,56,119931.516
2085,57,118915.935
2085,58,117858.171
2085,59,116783.272
2085,60,115692.323
2085,61,114537.745
2085,62,113268.75
2085,63,111998.16
2085,64,111355.188
2085,65,111990.984
2085,66,112672.272
2085,67,113316.993
2085,68,113374.032
2085,69,111541.797
2085,70,109757.519
2085,71,107984.969
2085,72,105994.279
2085,73,103153.633
2085,74,99591.342
2085,75,96632.811
2085,76,93403.13
2085,77,89596.709
2085,78,85407.298
2085,79,81252
2085,80,77322.875
2085,81,73319.398
2085,82,69314.833
2085,83,65490.06
2085,84,61806.067
2085,85,57508.115
2085,86,52966.964
2085,87,48889.099
2085,88,44868.624
2085,89,40886.663
2085,90,36880.946
2085,91,32849.319
2085,92,28969.865
2085,93,25344.974
2085,94,22295.251
2085,95,18896.036
2085,96,15110.175
2085,97,11905.633
2085,98,9086.664
2085,99,6609.489
2085,100,14421.631
2086,0,118183.807
2086,1,118608.531
2086,2,119071.387
2086,3,119525.343
2086,4,119947.324
2086,5,120391.951
2086,6,120911.196
2086,7,121387.311
2086,8,121831.372
2086,9,122338.262
2086,10,122873.033
2086,11,123351.188
2086,12,123776.761
2086,13,124139.712
2086,14,124401.33
2086,15,124634.011
2086,16,124907.662
2086,17,125146.151
2086,18,125362.417
2086,19,125482.105
2086,20,125542.039
2086,21,125727.951
2086,22,125873.31
2086,23,125967.285
2086,24,126054.953
2086,25,126115.723
2086,26,126228.829
2086,27,126485.36
2086,28,126806.486
2086,29,127067.681
2086,30,127339.064
2086,31,127655.153
2086,32,128002.188
2086,33,128403.08
2086,34,128738.155
2086,35,129079.662
2086,36,129480.814
2086,37,129816.102
2086,38,130093.644
2086,39,130228.612
2086,40,130248.159
2086,41,130190.235
2086,42,130043.093
2086,43,129798.14
2086,44,129444.73
2086,45,128993.736
2086,46,128486.041
2086,47,127961.375
2086,48,127325.717
2086,49,126541.399
2086,50,125765.149
2086,51,124984.628
2086,52,124132.145
2086,53,123250.943
2086,54,122285.027
2086,55,121297.138
2086,56,120335.722
2086,57,119317.132
2086,58,118262.705
2086,59,117161.004
2086,60,116035.34
2086,61,114887.361
2086,62,113670.694
2086,63,112335.742
2086,64,110994.88
2086,65,110275.716
2086,66,110823.461
2086,67,111409.258
2086,68,111950.761
2086,69,111895.551
2086,70,109947.376
2086,71,108042.912
2086,72,106140.588
2086,73,104014.864
2086,74,101044.397
2086,75,97360.851
2086,76,94269.284
2086,77,90901.071
2086,78,86960.402
2086,79,82640.898
2086,80,78349.936
2086,81,74271.561
2086,82,70123.163
2086,83,65982.36
2086,84,62028.012
2086,85,58225.601
2086,86,53850.816
2086,87,49259.679
2086,88,45124.094
2086,89,41063.094
2086,90,37063.537
2086,91,33061.699
2086,92,29078.077
2086,93,25285.014
2086,94,21772.208
2086,95,18818.958
2086,96,15624.864
2086,97,12195.319
2086,98,9351.866
2086,99,6927.835
2086,100,15066.017
2087,0,117554.341
2087,1,117937.21
2087,2,118452.852
2087,3,118955.381
2087,4,119431.891
2087,5,119869.149
2087,6,120326.227
2087,7,120855.252
2087,8,121338.697
2087,9,121786.746
2087,10,122295.832
2087,11,122829.525
2087,12,123305.652
2087,13,123727.621
2087,14,124086.762
2087,15,124341.989
2087,16,124565.908
2087,17,124827.769
2087,18,125071.937
2087,19,125268.708
2087,20,125372.792
2087,21,125433.719
2087,22,125626.264
2087,23,125780.777
2087,24,125886.144
2087,25,125983.848
2087,26,126047.054
2087,27,126157.027
2087,28,126408.058
2087,29,126722.126
2087,30,126974.826
2087,31,127236.383
2087,32,127541.144
2087,33,127875.649
2087,34,128263.264
2087,35,128585.62
2087,36,128916.441
2087,37,129307.768
2087,38,129631.825
2087,39,129897.186
2087,40,130017.865
2087,41,130023.535
2087,42,129951.806
2087,43,129791.904
2087,44,129533.598
2087,45,129166.382
2087,46,128700.185
2087,47,128175.705
2087,48,127629.63
2087,49,126969.555
2087,50,126156.743
2087,51,125349.758
2087,52,124536.423
2087,53,123651.84
2087,54,122738.106
2087,55,121740.352
2087,56,120719.803
2087,57,119724.205
2087,58,118666.764
2087,59,117568.464
2087,60,116416.141
2087,61,115233.886
2087,62,114024.124
2087,63,112741.242
2087,64,111336.453
2087,65,109922.153
2087,66,109120.685
2087,67,109574.917
2087,68,110058.2
2087,69,110487.414
2087,70,110308.731
2087,71,108240.543
2087,72,106208.242
2087,73,104170.365
2087,74,101904.286
2087,75,98802.005
2087,76,94991.114
2087,77,91757.477
2087,78,88245.22
2087,79,84165.291
2087,80,79711.537
2087,81,75279.578
2087,82,71055.015
2087,83,66773.23
2087,84,62511.094
2087,85,58444.56
2087,86,54540.959
2087,87,50106.704
2087,88,45485.692
2087,89,41317.171
2087,90,37245.063
2087,91,33247.36
2087,92,29288.157
2087,93,25400.912
2087,94,21740.914
2087,95,18395.976
2087,96,15581.085
2087,97,12629.233
2087,98,9594.401
2087,99,7141.279
2087,100,15779.23
2088,0,117036.346
2088,1,117312.605
2088,2,117784.692
2088,3,118339.163
2088,4,118863.841
2088,5,119355.325
2088,6,119804.754
2088,7,120271.433
2088,8,120807.643
2088,9,121294.908
2088,10,121745.083
2088,11,122253.056
2088,12,122784.698
2088,13,123257.201
2088,14,123675.392
2088,15,124028.144
2088,16,124274.655
2088,17,124486.958
2088,18,124754.621
2088,19,124979.374
2088,20,125160.507
2088,21,125265.598
2088,22,125333.39
2088,23,125535.066
2088,24,125700.95
2088,25,125816.372
2088,26,125916.416
2088,27,125976.559
2088,28,126081.199
2088,29,126325.31
2088,30,126630.841
2088,31,126873.672
2088,32,127123.969
2088,33,127416.322
2088,34,127737.712
2088,35,128112.617
2088,36,128424.408
2088,37,128745.523
2088,38,129125.652
2088,39,129437.611
2088,40,129688.621
2088,41,129795.494
2088,42,129787.455
2088,43,129703.023
2088,44,129529.698
2088,45,129257.66
2088,46,128875.314
2088,47,128392.344
2088,48,127846.618
2088,49,127276.061
2088,50,126587.292
2088,51,125743.963
2088,52,124904.31
2088,53,124058.696
2088,54,123141.61
2088,55,122196.03
2088,56,121165.651
2088,57,120111.268
2088,58,119076.78
2088,59,117975.434
2088,60,116826.545
2088,61,115617.724
2088,62,114374.14
2088,63,113098.461
2088,64,111745.42
2088,65,110267.657
2088,66,108774.009
2088,67,107885.232
2088,68,108238.985
2088,69,108610.804
2088,70,108916.603
2088,71,108609.371
2088,72,106413.566
2088,73,104247.751
2088,74,102068.932
2088,75,99659.558
2088,76,96418.494
2088,77,92471.885
2088,78,89090.285
2088,79,85428.152
2088,80,81204.183
2088,81,76610.985
2088,82,72041.74
2088,83,67682.542
2088,84,63282.612
2088,85,58917.466
2088,86,54756.912
2088,87,50767.977
2088,88,46293.421
2088,89,41668.37
2088,90,37496.126
2088,91,33431.946
2088,92,29474.879
2088,93,25606.654
2088,94,21861.731
2088,95,18389.035
2088,96,15249.191
2088,97,12612.344
2088,98,9950.837
2088,99,7338.524
2088,100,16466.669
2089,0,116481.974
2089,1,116799.167
2089,2,117163.115
2089,3,117673.445
2089,4,118249.502
2089,5,118788.85
2089,6,119292.281
2089,7,119751.098
2089,8,120224.811
2089,9,120764.7
2089,10,121253.988
2089,11,121703.016
2089,12,122208.937
2089,13,122736.949
2089,14,123205.704
2089,15,123617.526
2089,16,123961.573
2089,17,124196.553
2089,18,124414.846
2089,19,124663.2
2089,20,124872.412
2089,21,125054.492
2089,22,125166.451
2089,23,125243.605
2089,24,125456.587
2089,25,125632.534
2089,26,125750.306
2089,27,125847.193
2089,28,125902.065
2089,29,125999.962
2089,30,126235.674
2089,31,126531.296
2089,32,126762.845
2089,33,127000.807
2089,34,127280.163
2089,35,127589.021
2089,36,127953.394
2089,37,128255.58
2089,38,128565.652
2089,39,128933.711
2089,40,129231.409
2089,41,129468.567
2089,42,129561.768
2089,43,129541.159
2089,44,129443.367
2089,45,129256.261
2089,46,128969.162
2089,47,128570.152
2089,48,128065.933
2089,49,127495.883
2089,50,126896.572
2089,51,126177.084
2089,52,125301.326
2089,53,124429.568
2089,54,123551.273
2089,55,122602.386
2089,56,121624.188
2089,57,120560.004
2089,58,119467.077
2089,59,118388.62
2089,60,117236.601
2089,61,116031.224
2089,62,114761.155
2089,63,113452.106
2089,64,112106.586
2089,65,110680.218
2089,66,109123.579
2089,67,107545.795
2089,68,106563.196
2089,69,106807.781
2089,70,107057.316
2089,71,107234.494
2089,72,106790.037
2089,73,104460.979
2089,74,102156.439
2089,75,99833.564
2089,76,97272.94
2089,77,93883.744
2089,78,89796.314
2089,79,86260.604
2089,80,82442.904
2089,81,78069.069
2089,82,73340.372
2089,83,68646.132
2089,84,64167.573
2089,85,59668.131
2089,86,55218.983
2089,87,50981.204
2089,88,46924.558
2089,89,42434.558
2089,90,37835.653
2089,91,33678.245
2089,92,29660.633
2089,93,25792.604
2089,94,22061.064
2089,95,18511.849
2089,96,15262.106
2089,97,12361.992
2089,98,9954.637
2089,99,7623.328
2089,100,17124.138
2090,0,115879.14
2090,1,116249.519
2090,2,116652.5
2090,3,117054.186
2090,4,117585.769
2090,5,118176.076
2090,6,118727.141
2090,7,119239.78
2090,8,119705.424
2090,9,120182.717
2090,10,120724.526
2090,11,121212.592
2090,12,121659.568
2090,13,122161.887
2090,14,122686.174
2090,15,123148.606
2090,16,123551.793
2090,17,123884.323
2090,18,124125.359
2090,19,124324.564
2090,20,124557.478
2090,21,124767.709
2090,22,124956.573
2090,23,125077.886
2090,24,125166.571
2090,25,125389.574
2090,26,125567.854
2090,27,125682.477
2090,28,125774
2090,29,125822.189
2090,30,125911.885
2090,31,126137.84
2090,32,126422.144
2090,33,126641.337
2090,34,126866.38
2090,35,127133.338
2090,36,127431.836
2090,37,127786.646
2090,38,128077.903
2090,39,128376.052
2090,40,128729.904
2090,41,129013.821
2090,42,129237.274
2090,43,129317.958
2090,44,129284.106
2090,45,129172.63
2090,46,128970.422
2090,47,128666.717
2090,48,128246.569
2090,49,127718.051
2090,50,127119.436
2090,51,126489.323
2090,52,125737.186
2090,53,124829.582
2090,54,123925.366
2090,55,123015.079
2090,56,122033.649
2090,57,121021.614
2090,58,119918.903
2090,59,118782.337
2090,60,117653.11
2090,61,116444.506
2090,62,115177.856
2090,63,113842.392
2090,64,112463.978
2090,65,111045.428
2090,66,109539.797
2090,67,107899.52
2090,68,106231.355
2090,69,105146.857
2090,70,105271.817
2090,71,105394.083
2090,72,105433.606
2090,73,104845.318
2090,74,102377.864
2090,75,99931.586
2090,76,97456.59
2090,77,94734.289
2090,78,91190.787
2090,79,86957.38
2090,80,83261.555
2090,81,79281.525
2090,82,74761.124
2090,83,69909.561
2090,84,65106.376
2090,85,60527.081
2090,86,55947.333
2090,87,51431.721
2090,88,47135.284
2090,89,43034.244
2090,90,38557.976
2090,91,34004.321
2090,92,29900.18
2090,93,25977.291
2090,94,22243.621
2090,95,18701.907
2090,96,15383.138
2090,97,12389.432
2090,98,9774.108
2090,99,7640.783
2090,100,17825.11
2091,0,115281.212
2091,1,115651.314
2091,2,116105.843
2091,3,116545.761
2091,4,116968.412
2091,5,117514.004
2091,6,118115.685
2091,7,118675.77
2091,8,119195.082
2091,9,119664.16
2091,10,120143.271
2091,11,120683.813
2091,12,121169.775
2091,13,121613.181
2091,14,122111.839
2091,15,122629.864
2091,16,123083.736
2091,17,123475.461
2091,18,123814.046
2091,19,124036.094
2091,20,124220.045
2091,21,124454.077
2091,22,124671.155
2091,23,124869.272
2091,24,125002.106
2091,25,125101.022
2091,26,125326.318
2091,27,125501.423
2091,28,125610.705
2091,29,125695.46
2091,30,125735.526
2091,31,125815.643
2091,32,126030.435
2091,33,126302.356
2091,34,126508.618
2091,35,126721.345
2091,36,126978.077
2091,37,127267.217
2091,38,127611.118
2091,39,127890.581
2091,40,128174.698
2091,41,128514.804
2091,42,128785.11
2091,43,128995.989
2091,44,129063.501
2091,45,129016.113
2091,46,128889.617
2091,47,128670.753
2091,48,128345.994
2091,49,127901.675
2091,50,127344.591
2091,51,126715.363
2091,52,126052.51
2091,53,125268.325
2091,54,124328.564
2091,55,123392.561
2091,56,122449.546
2091,57,121434.322
2091,58,120383.719
2091,59,119237.337
2091,60,118050.335
2091,61,116864.383
2091,62,115594.342
2091,63,114262.25
2091,64,112857.447
2091,65,111406.493
2091,66,109908.995
2091,67,108319.291
2091,68,106589.128
2091,69,104822.779
2091,70,103626.792
2091,71,103627.333
2091,72,103613.196
2091,73,103508.292
2091,74,102769.966
2091,75,100161.12
2091,76,97565.128
2091,77,94927.443
2091,78,92036.042
2091,79,88331.955
2091,80,83947.783
2091,81,80084.808
2091,82,75944.674
2091,83,71289.8
2091,84,66331.878
2091,85,61439.069
2091,86,56778.215
2091,87,52135.796
2091,88,47573.017
2091,89,43242.255
2091,90,39124.63
2091,91,34679.988
2091,92,30210.745
2091,93,26207.994
2091,94,22424.506
2091,95,18878.034
2091,96,15560.904
2091,97,12505.071
2091,98,9810.916
2091,99,7517.545
2091,100,18360.883
2092,0,114737.166
2092,1,115057.705
2092,2,115510.523
2092,3,116001.356
2092,4,116461.707
2092,5,116898.175
2092,6,117454.971
2092,7,118065.405
2092,8,118632.011
2092,9,119154.647
2092,10,119625.418
2092,11,120103.213
2092,12,120641.625
2092,13,121123.994
2092,14,121563.813
2092,15,122056.292
2092,16,122565.839
2092,17,123008.332
2092,18,123406.182
2092,19,123725.777
2092,20,123932.64
2092,21,124117.906
2092,22,124358.874
2092,23,124585.24
2092,24,124794.772
2092,25,124937.81
2092,26,125039.235
2092,27,125261.298
2092,28,125431.058
2092,29,125533.6
2092,30,125610.137
2092,31,125640.7
2092,32,125709.859
2092,33,125912.436
2092,34,126171.395
2092,35,126365.324
2092,36,126567.937
2092,37,126815.457
2092,38,127093.889
2092,39,127426.035
2092,40,127691.601
2092,41,127962.144
2092,42,128288.674
2092,43,128546.511
2092,44,128744.189
2092,45,128798.22
2092,46,128735.976
2092,47,128592.932
2092,48,128352.973
2092,49,128004.117
2092,50,127531.363
2092,51,126943.682
2092,52,126281.917
2092,53,125586.952
2092,54,124770.379
2092,55,123799.155
2092,56,122830.657
2092,57,121853.66
2092,58,120799.885
2092,59,119705.52
2092,60,118508.66
2092,61,117265.223
2092,62,116017.674
2092,63,114682.02
2092,64,113280.5
2092,65,111803.196
2092,66,110273.803
2092,67,108692.539
2092,68,107012.448
2092,69,105184.639
2092,70,103310.933
2092,71,101999.51
2092,72,101866.495
2092,73,101709.242
2092,74,101453.67
2092,75,100560.988
2092,76,97802.758
2092,77,95046.656
2092,78,92238.654
2092,79,89170.587
2092,80,85299.946
2092,81,80759.421
2092,82,76731.183
2092,83,72441.988
2092,84,67668.72
2092,85,62624.17
2092,86,57661.471
2092,87,52936.628
2092,88,48250.844
2092,89,43665.959
2092,90,39329.724
2092,91,35212.001
2092,92,30837.228
2092,93,26501.324
2092,94,22644.211
2092,95,19052.3
2092,96,15727.655
2092,97,12667.945
2092,98,9918.121
2092,99,7559.043
2092,100,18669.491
2093,0,114221.5
2093,1,114517.914
2093,2,114919.645
2093,3,115408.247
2093,4,115919.121
2093,5,116392.899
2093,6,116840.433
2093,7,117405.834
2093,8,118022.579
2093,9,118592.378
2093,10,119116.609
2093,11,119585.988
2093,12,120061.643
2093,13,120596.459
2093,14,121075.262
2093,15,121508.996
2093,16,121993.111
2093,17,122491.37
2093,18,122940.091
2093,19,123318.996
2093,20,123623.405
2093,21,123831.636
2093,22,124024.026
2093,23,124274.344
2093,24,124512.16
2093,25,124731.779
2093,26,124877.302
2093,27,124975.719
2093,28,125192.393
2093,29,125355.396
2093,30,125449.746
2093,31,125516.713
2093,32,125536.402
2093,33,125593.557
2093,34,125783.334
2093,35,126029.948
2093,36,126213.762
2093,37,126407.25
2093,38,126644.222
2093,39,126911.118
2093,40,127229.405
2093,41,127481.539
2093,42,127738.693
2093,43,128052.799
2093,44,128297.553
2093,45,128481.716
2093,46,128520.981
2093,47,128442.332
2093,48,128278.318
2093,49,128014.231
2093,50,127637.025
2093,51,127133.822
2093,52,126513.619
2093,53,125819.981
2093,54,125092.553
2093,55,124244.307
2093,56,123240.941
2093,57,122238.686
2093,58,121222.904
2093,59,120125.377
2093,60,118980.421
2093,61,117727.028
2093,62,116422.334
2093,63,115108.96
2093,64,113703.651
2093,65,112229.55
2093,66,110673.845
2093,67,109061.223
2093,68,107389.875
2093,69,105611.601
2093,70,103677.015
2093,71,101692.458
2093,72,100257.205
2093,73,99984.129
2093,74,99677.789
2093,75,99266.977
2093,76,98210.563
2093,77,95292.625
2093,78,92368.917
2093,79,89382.832
2093,80,86130.794
2093,81,82086.746
2093,82,77393.363
2093,83,73210.543
2093,84,68787.364
2093,85,63914.953
2093,86,58803.74
2093,87,53789.148
2093,88,49019.429
2093,89,44315.296
2093,90,39737.838
2093,91,35413.468
2093,92,31332.69
2093,93,27076.071
2093,94,22917.925
2093,95,19258.114
2093,96,15891.733
2093,97,12821.754
2093,98,10063.148
2093,99,7654.507
2093,100,18933.394
2094,0,113742.921
2094,1,114006.568
2094,2,114382.639
2094,3,114819.538
2094,4,115327.855
2094,5,115851.874
2094,6,116336.403
2094,7,116792.414
2094,8,117364.02
2094,9,117983.747
2094,10,118555.058
2094,11,119077.842
2094,12,119545.034
2094,13,120017.105
2094,14,120548.397
2094,15,121021.158
2094,16,121446.635
2094,17,121919.594
2094,18,122424.17
2094,19,122854.041
2094,20,123217.821
2094,21,123523.565
2094,22,123738.966
2094,23,123940.89
2094,24,124202.716
2094,25,124450.655
2094,26,124672.637
2094,27,124815.128
2094,28,124908.38
2094,29,125118.25
2094,30,125273.066
2094,31,125357.867
2094,32,125413.89
2094,33,125421.665
2094,34,125466.247
2094,35,125643.87
2094,36,125880.332
2094,37,126055.022
2094,38,126238.072
2094,39,126463.678
2094,40,126716.939
2094,41,127021.835
2094,42,127260.726
2094,43,127505.651
2094,44,127806.743
2094,45,128038.113
2094,46,128207.475
2094,47,128230.418
2094,48,128130.966
2094,49,127942.961
2094,50,127650.489
2094,51,127242.927
2094,52,126707.356
2094,53,126055.308
2094,54,125329.458
2094,55,124570.315
2094,56,123689.698
2094,57,122652.92
2094,58,121612.106
2094,59,120552.314
2094,60,119404.144
2094,61,118202.514
2094,62,116887.752
2094,63,115517.524
2094,64,114134.265
2094,65,112656.118
2094,66,111103.516
2094,67,109464.617
2094,68,107762.44
2094,69,105993.216
2094,70,104107.598
2094,71,102062.762
2094,72,99959.34
2094,73,98394.626
2094,74,97975.857
2094,75,97515.996
2094,76,96940.416
2094,77,95708.274
2094,78,92623.197
2094,79,89524.315
2094,80,86352.69
2094,81,82908.391
2094,82,78693.131
2094,83,73859.362
2094,84,69536.824
2094,85,64997.869
2094,86,60045.793
2094,87,54886.075
2094,88,49838.993
2094,89,45049.414
2094,90,40356.469
2094,91,35804.194
2094,92,31529.816
2094,93,27533.518
2094,94,23439.179
2094,95,19510.239
2094,96,16081.231
2094,97,12972.796
2094,98,10201.486
2094,99,7780.088
2094,100,19211.654
2095,0,113279.904
2095,1,113532.098
2095,2,113874.063
2095,3,114284.677
2095,4,114740.898
2095,5,115262.143
2095,6,115796.678
2095,7,116289.45
2095,8,116751.542
2095,9,117326.049
2095,10,117947.159
2095,11,118516.95
2095,12,119037.504
2095,13,119501.114
2095,14,119969.707
2095,15,120495.001
2095,16,120959.561
2095,17,121374.019
2095,18,121853.439
2095,19,122339.269
2095,20,122754.085
2095,21,123119.249
2095,22,123432.117
2095,23,123657.085
2095,24,123870.688
2095,25,124142.698
2095,26,124393.017
2095,27,124611.849
2095,28,124749.155
2095,29,124835.844
2095,30,125037.48
2095,31,125182.735
2095,32,125256.643
2095,33,125300.674
2095,34,125295.984
2095,35,125328.644
2095,36,125496.295
2095,37,125723.634
2095,38,125887.877
2095,39,126059.684
2095,40,126271.838
2095,41,126511.938
2095,42,126803.641
2095,43,127030.466
2095,44,127262.576
2095,45,127550.36
2095,46,127767.067
2095,47,127920.096
2095,48,127922.32
2095,49,127799.06
2095,50,127582.833
2095,51,127259.967
2095,52,126820.125
2095,53,126252.874
2095,54,125568.661
2095,55,124811.391
2095,56,124019.811
2095,57,123105.538
2095,58,122030.535
2095,59,120945.914
2095,60,119835.156
2095,61,118630.254
2095,62,117367.053
2095,63,115986.595
2095,64,114546.799
2095,65,113090.417
2095,66,111533.487
2095,67,109897.564
2095,68,108169.114
2095,69,106369.61
2095,70,104493.365
2095,71,102496.849
2095,72,100333.734
2095,73,98106.224
2095,74,96407.467
2095,75,95838.788
2095,76,95216.135
2095,77,94463.639
2095,78,93046.24
2095,79,89786.63
2095,80,86505.332
2095,81,83139.747
2095,82,79503.823
2095,83,75128.523
2095,84,70171.173
2095,85,65726.83
2095,86,61090.526
2095,87,56076.319
2095,88,50887.55
2095,89,45833.346
2095,90,41053.459
2095,91,36389.238
2095,92,31900.968
2095,93,27725.2
2095,94,23857.153
2095,95,19976.712
2095,96,16309.701
2095,97,13143.682
2095,98,10336.984
2095,99,7900.958
2095,100,19529.832
2096,0,112761.054
2096,1,113073.098
2096,2,113402.178
2096,3,113778.183
2096,4,114207.74
2096,5,114676.607
2096,6,115208.204
2096,7,115750.814
2096,8,116249.448
2096,9,116714.379
2096,10,117290.191
2096,11,117909.673
2096,12,118477.21
2096,13,118994.207
2096,14,119454.333
2096,15,119916.996
2096,16,120434.17
2096,17,120887.783
2096,18,121308.857
2096,19,121769.67
2096,20,122240.532
2096,21,122656.803
2096,22,123029.106
2096,23,123351.477
2096,24,123588.148
2096,25,123812.096
2096,26,124086.539
2096,27,124333.749
2096,28,124547.277
2096,29,124678.004
2096,30,124756.686
2096,31,124948.739
2096,32,125083.096
2096,33,125145.062
2096,34,125176.557
2096,35,125160.056
2096,36,125182.986
2096,37,125341.705
2096,38,125558.587
2096,39,125711.591
2096,40,125870.085
2096,41,126069.258
2096,42,126296.42
2096,43,126576.101
2096,44,126790.28
2096,45,127009.32
2096,46,127282.526
2096,47,127483.06
2096,48,127615.36
2096,49,127593.871
2096,50,127442.603
2096,51,127196.135
2096,52,126840.944
2096,53,126369.518
2096,54,125770.308
2096,55,125054.74
2096,56,124265.328
2096,57,123440.023
2096,58,122487.236
2096,59,121368.765
2096,60,120233.387
2096,61,119065.534
2096,62,117798.94
2096,63,116469.833
2096,64,115019.609
2096,65,113507.018
2096,66,111971.553
2096,67,110330.992
2096,68,108605.363
2096,69,106779.557
2096,70,104873.633
2096,71,102886.805
2096,72,100771.246
2096,73,98484.641
2096,74,96128.98
2096,75,94293.011
2096,76,93565.552
2096,77,92768.343
2096,78,91829.053
2096,79,90216.659
2096,80,86775.569
2096,81,83303.658
2096,82,79744.478
2096,83,75926.489
2096,84,71406.751
2096,85,66345.644
2096,86,61797.533
2096,87,57080.161
2096,88,52022.603
2096,89,46830.154
2096,90,41798.6
2096,91,37045.787
2096,92,32449.114
2096,93,28074.1
2096,94,24041.264
2096,95,20353.346
2096,96,16719.738
2096,97,13345.891
2096,98,10486.619
2096,99,8018.212
2096,100,19876.256
2097,0,112237.213
2097,1,112558.251
2097,2,112945.745
2097,3,113308.27
2097,4,113702.904
2097,5,114144.822
2097,6,114623.844
2097,7,115163.375
2097,8,115711.717
2097,9,116213.009
2097,10,116679.19
2097,11,117253.361
2097,12,117870.523
2097,13,118434.51
2097,14,118948.038
2097,15,119402.292
2097,16,119856.924
2097,17,120363.231
2097,18,120823.53
2097,19,121226.133
2097,20,121672.133
2097,21,122144.513
2097,22,122567.979
2097,23,122949.799
2097,24,123283.797
2097,25,123530.822
2097,26,123757.379
2097,27,124028.776
2097,28,124270.703
2097,29,124477.53
2097,30,124600.24
2097,31,124669.596
2097,32,124850.701
2097,33,124973.142
2097,34,125022.614
2097,35,125042.235
2097,36,125016.112
2097,37,125030.361
2097,38,125178.841
2097,39,125384.469
2097,40,125524.166
2097,41,125669.813
2097,42,125856.238
2097,43,126071.643
2097,44,126338.727
2097,45,126540.015
2097,46,126744.739
2097,47,127001.866
2097,48,127181.841
2097,49,127290.421
2097,50,127241.036
2097,51,127059.73
2097,52,126781.099
2097,53,126394.307
2097,54,125891.029
2097,55,125260.683
2097,56,124513.043
2097,57,123690.206
2097,58,122826.28
2097,59,121829.705
2097,60,120660.825
2097,61,119468.521
2097,62,118238.541
2097,63,116905.907
2097,64,115506.769
2097,65,113983.537
2097,66,112392.203
2097,67,110772.76
2097,68,109042.129
2097,69,107218.934
2097,70,105286.712
2097,71,103270.811
2097,72,101165.178
2097,73,98925.286
2097,74,96511.125
2097,75,94024.67
2097,76,92043.897
2097,77,91146.373
2097,78,90165.069
2097,79,89028.916
2097,80,87211.902
2097,81,83581.501
2097,82,79919.53
2097,83,76176.072
2097,84,72190.114
2097,85,67544.651
2097,86,62399.628
2097,87,57763.625
2097,88,52982.761
2097,89,47906.586
2097,90,42740.302
2097,91,37748.659
2097,92,33062.125
2097,93,28582.517
2097,94,24365.477
2097,95,20527.854
2097,96,17053.805
2097,97,13699.058
2097,98,10661.206
2097,99,8145.392
2097,100,20242.31
2098,0,111733.87
2098,1,112038.347
2098,2,112433.505
2098,3,112853.84
2098,4,113234.595
2098,5,113641.372
2098,6,114093.227
2098,7,114580.016
2098,8,115125.165
2098,9,115676.045
2098,10,116178.471
2098,11,116642.994
2098,12,117214.844
2098,13,117828.413
2098,14,118388.966
2098,15,118896.682
2098,16,119342.961
2098,17,119786.815
2098,18,120299.915
2098,19,120741.807
2098,20,121129.747
2098,21,121577.393
2098,22,122057.028
2098,23,122490.042
2098,24,122883.486
2098,25,123227.766
2098,26,123477.417
2098,27,123701.086
2098,28,123967.258
2098,29,124202.515
2098,30,124401.221
2098,31,124514.585
2098,32,124573.262
2098,33,124742.423
2098,34,124852.382
2098,35,124890.027
2098,36,124899.976
2098,37,124865.296
2098,38,124869.563
2098,39,125007.012
2098,40,125199.319
2098,41,125326.19
2098,42,125459.226
2098,43,125634.101
2098,44,125837.18
2098,45,126091.436
2098,46,126278.602
2098,47,126467.511
2098,48,126704.197
2098,49,126860.655
2098,50,126941.323
2098,51,126862.02
2098,52,126648.778
2098,53,126338.747
2098,54,125920.072
2098,55,125385.792
2098,56,124723.588
2098,57,123942.584
2098,58,123081.44
2098,59,122173.601
2098,60,121126.238
2098,61,119900.753
2098,62,118646.484
2098,63,117349.974
2098,64,115947.16
2098,65,114474.719
2098,66,112872.501
2098,67,111197.515
2098,68,109487.596
2098,69,107659.016
2098,70,105729.212
2098,71,103686.989
2098,72,101552.843
2098,73,99323.098
2098,74,96954.713
2098,75,94410.381
2098,76,91786.132
2098,77,89650.826
2098,78,88574.129
2098,79,87399.167
2098,80,86056.174
2098,81,84023.722
2098,82,80204.927
2098,83,76362.398
2098,84,72448.572
2098,85,68311.907
2098,86,63559.44
2098,87,58348.158
